01_prenom;02_genre;03_langage;04_fréquence
avis;f;english;69.29
avishai;m;jewish;0
avitus;m;ancient roman;0
aviv;m;jewish;0.45
aviva;f;jewish;0.13
avner;m;jewish;0
avra;f;;0
avraham;m;jewish;0
avram;m;jewish;2.99
avril;f;french, english;28.83
avrum;m;jewish;0
awotwi;m,f;african;0
awstin;m;welsh;0
axel;m;scandinavian;0.61
axelle;f;french;0
aya;f;japanese;0
ayala;f;jewish;0
aydin;m;turkish;0
ayelet;f;jewish;0
ayesha;f;arabic;0
aygül;f;turkish;0
ayishah;f;arabic;0
ayla (1);f;jewish;0
ayla (2);f;turkish;0
ayla (3);f;literature;0
aylmer;m;;0
ayn;f;russian;0
ayo;f;african;0
ayomide;f;african;0
aysel;f;turkish;0
aysun;f;turkish;0
azalea;f;english;0
azarel;m;biblical;0
azaria;m;biblical (variant);0
azariah;m;biblical;0
azarias;m;;0.03
azeneth;f;;0
'aziz;m;arabic;0
aziz;m;arabic;0.86
azrael;m;judeo-christian legend;0
azubah;f;biblical;0
azucena;f;spanish;0
azuolas;m;lithuanian;0
azura;f;english;0
azure;f;english;0
baako;m,f;african;0
baal;m;near eastern mythology;0.41
babajide;m;african;0
babak;m;iranian;0
babar;m;indian;0.22
babatunde;m;african;0
baber;m;indian;0
babette;f;english;0.19
babirye;f;african;0
babs;f;english;0
babur;m;indian;0
bacchus;m;greek mythology (latinized);0.89
badr;m,f;arabic;0.03
baha;m;arabic;0.03
bahiga;f;arabic;0
bahij;m;arabic;0
bahija;f;arabic;0
bahiyya;f;arabic;0
bahman;m;iranian;0
bahram;m;iranian;0
bai;m;chinese;0.61
baila;f;jewish;0
bailee;f;english (modern);0
bailey;m,f;english;0.45
báirbre;f;irish;0
bakr;m;arabic;0.03
bala;m,f;indian;0
balázs;m;hungarian;0
baldassare;m;italian;0
balder;m;norse mythology;0
baldev;m;indian, hindu mythology;0
baldo;m;croatian;0
baldomero;m;spanish;0
baldric;m;english;0
baldur;m;german;0.19
baldwin;m;english;0.83
balfour;m;;0.22
bálint;m;hungarian;0
baltasar;m;spanish;0.16
baltazar;m;judeo-christian legend;0
balthasar;m;judeo-christian legend;0
balthazar;m;judeo-christian legend;0.64
bambi;f;english;0.25
bandi;m;hungarian;0.13
banu;f;turkish;0
bao (1);m,f;chinese;0
bao (2);m;vietnamese;0
baptist;m;german, english;0
baptiste;m;french;4.81
baqir;m;arabic;0
barabal;f;scottish;0
barak;m;biblical, jewish;0
barakat;m;arabic;0
barb;f;english;0
bárbara;f;portuguese;0
barbara;f;english, italian, french, german, polish, hungarian;3.41
barbie;f;english;0.13
barbora;f;czech, slovak;0
barbra;f;english (modern);0
barbro;f;swedish;0
barclay;m;scottish, english, irish;0.13
baris;m;turkish;0.06
barlaam;m;judeo-christian legend;0
barna;m;hungarian;0.06
barnabás;m;hungarian;0
barnabas;m;english, german, biblical;0.06
barnabé;m;french;0.19
barnaby;m;english;0
barney;m;english;0.03
barra;m;irish;0.51
barret;m;english;0
barrett;m;english;0.32
barrie;m;irish, english;0
barry;m;irish, english;0.25
bart;m;english, dutch;5.89
bartal;m;hungarian;0
bartel;m;dutch;0
barthélémy;m;french;0.19
bartholomaus;m;german;0
bartholomew;m;english, biblical;0.03
bartlomiej;m;polish;0
bartolomé;m;spanish;0.10
bartolomeo;m;italian;0.13
bartosz;m;polish;0
baruch;m;biblical, jewish;0.41
bas;m;dutch;257.73
basajaun;m;basque;0
basant;m;indian;1.31
basemath;f;biblical;0
bashe;f;jewish;0
bashemath;f;biblical (variant);0
basia (1);f;polish;0
basia (2);f;jewish;0
basil;m;english;0.35
basile;m;french;1.02
basilio;m;italian, spanish;0
basim;m;arabic;0
basma;f;arabic;0
basmath;f;biblical;0
bassam;m;arabic;0.06
bassem;m;arabic;0
bastiaan;m;dutch;0
bastian;m;german, english;0.22
bastien;m;french;2.29
basu;m;indian;0
basya;f;jewish;0
bathsheba;f;biblical;0
battista;m;italian;0.06
batya;f;jewish;0
batyah;f;jewish;0
baudouin;m;french;0.61
bautista;m;spanish;0
baylee;f;english (modern);0
bea;f;english;0.13
bearach;m;irish;0
beáta;f;hungarian;0
beata;f;polish, german, scandinavian;0.03
beate;f;german;0.03
beathag;f;scottish;0
beathan;m;scottish;0
béatrice;f;french;7.90
beatrice;f;italian, english;0.10
beatriu;f;catalan;0
beatrix;f;english, german;0
beatriz;f;spanish, portuguese;0
beau;m;english;191.49
beaumont;m;english;4.01
beauregard;m;english;0.41
beavis;m;;0
bébhinn;f;irish;0
bébhionn;f;irish;0
bébinn;f;irish;0
becca;f;english;0
becka;f;english;0
beckah;f;english;0
becky;f;english;0
bede;m;history;0.10
bedelia;f;irish;0
bedivere;m;welsh mythology;0
bedrich;m;czech;0
bedros;m;armenian;0
bedwyr;m;welsh, welsh mythology;0
bee;f;english;0.03
beelzebub;m;biblical;0
behnam;m;iranian;0
behram;m;iranian;0
behruz;m;iranian;0
béibhinn;f;irish;0
beileag;f;scottish;0
beitris;f;scottish;0
bekki;f;english (modern);0
béla;m;hungarian;0.25
belenus;m;celtic mythology (latinized);0
belgin;f;turkish;0
beli;m;welsh mythology;0
belinda;f;english;0.03
bella;f;italian;1.31
belle;f;english;162.38
bellona;f;roman mythology;0
belphoebe;f;literature;0
ben;m;english;42.56
benaiah;m;biblical;0
bence;m;hungarian;0
bendiks;m;latvian;0
bendt;m;danish;0
benedek;m;hungarian;0.06
benedetta;f;italian;0
benedetto;m;italian;0.32
benedict;m;english;0.73
benedicta;f;late roman;0
bénédicte;f;french;1.53
benedikt;m;german;0
benedikta;f;german, czech;0
benedikte;f;danish, norwegian;0
benedita;f;portuguese;0
benedito;m;portuguese;0
benesh;m;jewish;0
bengt;m;swedish;0
bengta;f;swedish;0
beniamino;m;italian;0
benigna;f;spanish, italian, portuguese;0
benigno;m;italian, spanish, portuguese;0
benita;f;spanish, english;0
benito;m;spanish, italian;0.22
benjamín;m;spanish;0
benjamin;m;english, french, german, hungarian, biblical;8.54
benjamine;f;french;0.13
benjy;m;english;0
bennett;m;english;0.29
bennie;m;english;0
benno;m;german;0
benny;m;english;0.06
benoit;m;french;0.51
benoite;f;french;0
benson;m;english;0.41
bent;m;danish;0.06
bente;f;danish;0
bentley;m;english;0.61
bento;m;portuguese;0
benton;m;english;0.03
benvenuto;m;italian;1.21
beowulf;m;anglo-saxon mythology;0
beppe;m;italian;0
ber;m;jewish;0.13
berach;m;irish;0
berenice;f;english, italian;0
bergliot;f;norwegian;0
bergljot;f;norwegian;0
berit;f;scandinavian;0.03
berjouhi;f;armenian;0
berk;m;turkish;0.51
berkant;m;turkish;0
berker;m;turkish;0
berlin;f;;18.86
berna;f;turkish;0
bernadett;f;hungarian;0
bernadette;f;french;1.15
bernadine;f;english;0
bernard;m;english, french;19.62
bernardetta;f;italian;0
bernardine;f;english, french;0
bernardino;m;italian, spanish, portuguese;0.03
bernardo;m;italian, spanish, portuguese;0.06
bernát;m;hungarian;0
bernat;m;catalan;0
bernd;m;german;0.03
bernetta;f;english;0
bernhard;m;german;0.70
bernice;f;english, biblical;0
bernie;m;english;0
berniece;f;english;0
bernt;m;scandinavian;0
berry (1);m;english;0
berry (2);f;english;0
bert;m;english, dutch;1.27
berta;f;polish, czech, hungarian, german, spanish;0.03
bertalan;m;hungarian;0
bertha;f;german, english;0.45
berthe;f;french;6.69
berthold;m;german;3.54
bertie;m,f;english;0.03
bertina;f;english;0
bertók;m;hungarian;0
bertoldo;m;italian;0
bertram;m;english;0.57
bertrand;m;french, english;16.15
bertrando;m;italian;0
berwyn;m;welsh;0
beryl;f;english;0
bess;f;english;0.03
bessie;f;english;0.03
beth;f;english;0.03
bethan;f;welsh;0
bethania;f;spanish;0
bethany;f;english, biblical;0
bethel;f;biblical;0
bethney;f;english (modern);0
bethuel;m;biblical;0
betrys;f;welsh;0
betsy;f;english;0
bette;f;english;0.25
bettie;f;english;0
bettina (1);f;english;0
bettina (2);f;italian;0
bettino;m;italian;0
betty;f;english;13.63
bettye;f;english (modern);0
beulah;f;biblical, english;0.03
bevan;m;welsh;0.13
beverley;f;english;0
beverly;f;english;0.22
bevin;f;irish;0.48
bevis;m;english;0
beylke;f;jewish;0
bhaltair;m;scottish;0
bharat;m;indian, hindu mythology;0
bhaskar;m;indian;0
bhàtair;m;scottish;0
biaggio;m;spanish;0
biagino;m;italian;0
biagio;m;italian;0.10
bianca;f;italian;1.91
bibiana;f;italian, spanish;0
bice;f;italian;0
bich;f;vietnamese;0
biddy;f;irish, english;0
bidelia;f;irish, english;0
bienvenida;f;spanish;0
bijay;m;indian;0
bijoy;m;indian;0
bile;m;irish mythology;5.42
bilge;f;turkish;0.03
bilhah;f;biblical;0
bill;m;english;8.79
billie;m,f;english;0.13
billy;m;english;4.33
bindy;f;english;0
bine;f;danish;0
binh;m;vietnamese;0.03
binyamin;m;jewish;0
birger;m;scandinavian;0
birgit;f;scandinavian;0
birgitta;f;scandinavian;0
bithiah;f;biblical;0
bjarne;m;scandinavian;0
bjoern;m;scandinavian;0
björn;m;scandinavian, ancient scandinavian;0
bjorne;m;scandinavian;0
blaanid;f;manx;0
blaine;m;;0
blair;m,f;scottish;0.70
blaise;m;french;2.17
bláithín;f;irish;0
blake;m;english;0.32
blanca;f;spanish;0.25
blanch;f;english;0
blanche;f;french, english;103.25
blanid;f;irish;0
bláthnaid;f;irish;0
bláthnat;f;irish, irish mythology;0
blaze;m;english;1.43
blazej;m;polish, czech;0
blejan;f;cornish;0
blodeuwedd;f;welsh, welsh mythology;0
blodeuyn;f;welsh;0
blodwen;f;welsh;0
blondie;f;english;0.25
blossom;f;english;0.03
bluma;f;jewish;0
blythe;m;english;0
bo (1);m;swedish, danish;0
bo (2);m;chinese;0
boadicea;f;ancient celtic (latinized);0
boaz;m;biblical, jewish;0
bob;m;english;7.10
bobbi;f,m;english;0
bobbie;f,m;english;0
bobby;m,f;english;1.75
bodil;f;scandinavian;0
bogdan;m;polish, russian;0.16
bogdana;f;polish, russian;0
boghos;m;armenian;0
bogumil;m;polish;0
boguslaw;m;polish;0
bohdan;m;czech, ukrainian;0
bohumir;m;czech;0
bohuslav;m;czech, ukrainian;0.03
bohuslava;f;czech, ukrainian;0
boipelo;m,f;african;0
boitumelo;f;african;0
bojan;m;slovene, serbian, croatian;0
bojana;f;slovene, serbian, croatian;0
bolanle;f;african;0
boldizsár;m;hungarian;0
bolek;m;polish;0
boleslav;m;russian;0.03
boleslava;f;russian;0
boleslaw;m;polish;0
boleslawa;f;polish;0
bolivar;m;spanish;0.45
bonaventure;m;italian;0.25
boniface;m;english, french;0.70
bonifacio;m;italian, spanish, portuguese;0.22
bonifaz;m;german;0
bonita;f;english;0.03
bonnie;f;english;0.03
booker;m;english;0.06
bopha;f;khmer;0
bora;m;turkish;0.32
borbála;f;hungarian;0
borghild;f;scandinavian;0
boris;m;russian;3.09
borislav;m;russian, serbian;0
börje;m;swedish;0
borya;m;russian;0
bosede;m;african;0
bosmat;f;jewish;0
botros;m;arabic;0
botum;f;khmer;0
boudicca;f;ancient celtic;0
boulos;m;arabic;0
boutros;m;arabic;0.06
boyce;m;english;0
boyd;m;scottish;0.22
bozidar;m;czech;0
bözsi;f;hungarian;0
bozydar;m;polish;0
brack;m;english;0
brad;m;english;0.06
braden;m;english, irish;0
bradford;m;english;0.06
bradley;m;english;1.21
brady;m,f;english, irish;0.13
braeden;m;english, irish;0
braelyn;f;english (modern);0
brahma;m;hindu mythology;0.16
braiden;m;english, irish;0
braidy;m,f;english, irish;0
braith;f,m;welsh;0
bram;m;english, dutch;0.35
bran (1);m;irish, irish mythology;0
bran (2);m;welsh, welsh mythology;0
brand;m;english;0.06
branda;f;english;0
brande;f;english;0.06
branden;m;english;0
brandi;f;english;1.12
brandie;f;english;0.38
brandon;m;english;0.45
brandt;m;english;0.45
brandy;f;english;0.06
branimir;m;croatian, bulgarian;0
branislav;m;serbian, slovak, croatian, czech;0
branislava;f;serbian, slovak, croatian, czech;0
branka;f;croatian, serbian, slovene, czech;0
branko;m;croatian, serbian, slovene, czech;0
brannon;m;;0
brant;m;english;0.06
branwen;f;welsh, welsh mythology;0
bras;m;portuguese;286.37
bratumil;m;polish;0
brava;f;esperanto;0.25
braxton;m;english;0
brayden;m;english;0
breana;f;english;0
breandán;m;irish;0
breann;f;english;0
breanna;f;english;0
breanne;f;english;0
breda;f;irish;0.06
breindel;f;jewish;0
brenda;f;english;0.73
brendan;m;irish, english;0.06
brenden;m;english;0
brendon;m;english;0
brenna;f;;0
brennan;m;irish, english;0
brennus;m;ancient celtic (latinized);0.10
brent;m;english;0.25
bret;m;english;0.38
brett;m;english;0.13
briallen;f;welsh;0
brian;m;irish, english;9.40
briana;f;english;0
brianna;f;english, irish;0
brianne;f;english;0
briar;m,f;english;0
brice;m;french;0.29
bríd;f;irish;0
bride;f;irish;6.12
bridger;m;english;0.06
bridget;f;irish, scottish, english, irish mythology;0
bridgette;f;english;0
bridie;f;english;0
brielle;f;;0
brigham;m;english;0.06
brighid;f;irish, irish mythology;0
brigid;f;irish, irish mythology;0
brigida;f;italian, spanish;0.03
brigit;f;irish, scottish, english;0
brigitta;f;german, hungarian;0
brigitte;f;german, french;5.38
brin;m;;7.81
briony;f;english;0
briscoe;m;english;0
bristol;m;english;1.62
britney;f;english;0
britt;f;swedish;0
britta;f;swedish;0
brittani;f;english (modern);0
brittany;f;english;0
brittney;f;english;0
britton;m;english;0.03
brock;m;english;0
brodie;m;irish, english;0
brody;m;irish, english;0
brogan;m,f;irish;1.72
bron;f;;0.19
brónach;f;irish;0
bronagh;f;irish;0
bronislav;m;czech, slovak, russian;0
bronislava;f;czech, slovak, russian;0
bronislaw;m;polish;0
bronislawa;f;polish;0
bronte;m;english;0
bronwen;f;welsh;0
bronwyn;f;welsh;0
brook;m,f;english;0.03
brooke;f,m;english;0.48
brooklyn;f;english;0.61
brooks;m;english;0.48
bruce;m;scottish, english;0.61
bruna;f;italian;0.03
brunella;f;italian;0
brunette;f;;0.29
brunhilde;f;german, germanic mythology;0
bruno;m;german, italian, spanish, portuguese, french;4.05
brutus;m;ancient roman;0.96
bryan;m;english;0.06
bryana;f;english;0
bryanna;f;english;0
bryant;m;english;0.03
bryce;m;english;0.10
bryn;m,f;welsh;0
brynja;f;icelandic;0
brynmor;m;welsh;0
brynn;m,f;welsh;0
brynne;f;;0
bryony;f;english;0
bryson;m;;0
buck;m;english;0.29
bud;m;english;0.06
buddy;m;english;0.06
budur;f;arabic;0
buffy;f;english;0
bulus;m;arabic;0
bulut;m;turkish;0
burcu;f;turkish;0
burgundy;f;english;0
burkhard;m;german;0
burt;m;english;0.38
burton;m;english;0.32
buster;m;english;0.22
buz;m;biblical;0
byelobog;m;slavic mythology;0
byrne;m;english;0
byron;m;english;1.78
bysshe;m;english;0
cäcilia;f;german;0
cade;m;english;0.06
cadell;m;welsh;0
caden;m;english;0
cadence;f,m;english;10.67
cadeyrn;m;ancient celtic;0
cadfael;m;welsh;0
cadfan;m;welsh;0
cadi;f;;1.12
cadoc;m;welsh;0
cadogan;m;welsh, irish;0.13
cadwalader;m;welsh;0
cadwgawn;m;welsh;0
caecilia;f;german;0
caedmon;m;english;0
caelestis;m;late roman;0
caelie;f;english;0
caerwyn;m;welsh;0
caesar;m;ancient roman, english;0.13
caetano;m;portuguese;0
caetlin;f;;0
cahal;m;irish;0
cahir;m;irish;0
cai;m;;0.13
cailean;m;scottish;0
caileigh;f;english;0
cailin;f;;0
cain;m;biblical;0.48
cainan;m;biblical;0
cairbre;m;irish, scottish;0
cairo;m;english;0.03
caitlin;f;irish, english;0
caitlyn;f;english;0
caitria;f;irish;0
caitríona;f;irish;0
caitrìona;f;scottish;0
caius;m;ancient roman;0.03
cajsa;f;swedish;0
cal;m;english;0.25
calanthe;f;english;0
calanthia;f;english;0
calbhach;m;irish;0
caleb;m;english, biblical;0.03
caleigh;f;english;0
caligula;m;history;0.48
calista;f;english;0
calisto;f;spanish, portuguese;0
calix;m;;0
calla;f;english;0.03
callahan;m;english;0
callias;m;ancient greek (latinized);0
callie;f;english;0
calliope;f;greek mythology (latinized);0.13
callista;f;english;0
callisto (1);m;italian;0
callisto (2);f;roman mythology;0
callistus;m;late roman;0
callum;m;scottish;0.13
calogera;f;italian;0
calogero;m;italian;0
calum;m;scottish;0
calvagh;m;irish;0
calvin;m;english;1.75
calvino;m;italian;0
calypso;f;greek mythology (latinized);0.54
cambria;f;english;0
camden;m;english;0.10
camelia;f;romanian;0
camellia;f;english;0
cameron;m,f;scottish, english;0.13
camilla;f;english, italian, ancient roman, roman mythology;0.03
camille;f,m;french;4.87
camillo;m;italian;0.03
camillus;m;ancient roman;0
camilo;m;spanish, portuguese;0
cammie;f;english;0
campbell;m;scottish;0.67
camron;m;english;0
camryn;f;english;0
can;m;turkish;0.61
canan;f;turkish;0
candace;f;english, biblical;0.03
cande;f;;0
candela;f;spanish;0.06
candelaria;f;spanish;0
candelario;m;spanish;0.22
candelas;f;spanish;0.19
candi;f;english (modern);0.16
candice;f;english;0
candida;f;english;0.10
candis;f;english;0.03
candy;f;english;0.03
canute;m;english;0
caoilainn;f;irish;0
caoilfhionn;f;irish;0
caoimhe;f;irish, scottish;0
caoimhín;m;irish;0
caolan;m;irish;0
caprice;f;italian;6.94
capricia;f;;0
caprina;f;;0
cara;f;english;0.22
caradoc;m;welsh;0
caradog;m;welsh;0
caramia;f;;0
caratacus;m;ancient celtic (latinized);0
carbrey;m;irish, scottish;0
carbry;m;irish, scottish;0
cardea;f;roman mythology;0
careen;f;english;0
caren;f;english;0
carey;m,f;irish, english;0
cari;f;;0.03
caridad;f;spanish;0.03
carin;f;english;0.03
carina;f;scandinavian, german, english;0.06
carine;f;french, english;0.16
caris;f;english;0.41
carissa;f;english;0
carita;f;english;0
carl;m;german, english;3.38
carla;f;italian, portuguese, english, german;1.08
carlene;f;english;0
carles;m;catalan;0.06
carley;f;english;0
carlie;f;english;0
carlisa;f;english (modern);0
carlisle;m;english;0.03
carlito;m;spanish, portuguese;0
carlitos;m;spanish, portuguese;0
carlo;m;italian;5.19
carlos;m;spanish, portuguese;15.26
carlotta;f;italian;0.35
carlton;m;english;0.86
carly;f;english;0
carlyle;m;english;0.03
carlyn;f;english;0
carmel;f;english, biblical;0.29
carmela;f;italian, spanish;0.03
carmelita;f;spanish;0
carmella;f;english;0
carmelo;m;spanish;0.13
carmen;f;spanish, english;11.85
carmi;m;biblical;0
carmina;f;italian;0.03
carmine;m;italian;0.03
carmo;f;portuguese;0.03
carol;f,m;english;0.16
carola;f;english;0
carole;f;french;5.93
carolina;f;italian, spanish, portuguese, english;0.16
caroline;f;french, english;4.36
carolus;m;ancient germanic (latinized);0.13
carolyn;f;english;0
caron;f;welsh;0.76
carpus;m;biblical, ancient greek (latinized);0
carran;m;;0
carreen;f;english;0
carrie;f;english;0
carrol;m;irish;0
carroll;m;irish;0.25
carry;f;english;0.25
carson;m,f;scottish, irish, english;0.25
carsten;m;german;0.03
carter;m;english;3.06
carwyn;m;welsh;0
cary;m,f;english;0.41
caryl;f;english;0
caryn;f;english;0
carys;f;welsh;0
casey;m,f;english;0.73
casimir;m;english;1.40
casimiro;m;spanish, portuguese, italian;0
caspar;m;dutch;0.03
casper;m;dutch;0.06
cass;f;english;0.32
cassandra;f;english, greek mythology (latinized);0
cassarah;f;english;0
cassia;f;english, ancient roman;0
cassian;m;english;0
cassidy;f,m;english;0.89
cassie;f;english;0
cassiopea;f;greek mythology (latinized);0
cassiopeia;f;greek mythology (latinized);0.03
cassius;m;ancient roman;0.41
castor;m;greek mythology (latinized);1.18
catahecassa;m;native american;0
cätälin;m;romanian;0
catalina;f;spanish;0.16
catarina;f;italian, portuguese;0.13
cate;f;english;0
caterina;f;italian, catalan;0.86
cathair;m;irish;0
cathal;m;irish;0
cathán;m;irish;0
cathaoir;m;irish;0
catharine;f;english;0
catherina;f;spanish;0
catherine;f;english, french;24.66
cathleen;f;irish, english;0
cathryn;f;english;0
cathy;f;english;0.25
catina;f;;0
catrin;f;welsh;0
catrina;f;irish, scottish;0
catriona;f;irish, scottish;0
cayetano;m;spanish;0
cayley;f;english (modern);1.47
ceallach;m;irish;0
ceallagh;m;irish;0
ceara;f;english;0
cearbhall;m;irish;0
cearra;f;english;0
cebrián;m;spanish;0
cecelia;f;english;0
cecil;m;english;0.61
cécile;f;french;5.51
cecília;f;portuguese;0
cecilia;f;english, italian, spanish, scandinavian;2.90
cecilija;f;slovene;0
cecilio;m;spanish, portuguese, italian;0
cecily;f;english;0
cedar;f;english;0
cedric;m;english;0
cees;m;dutch;0
ceinwen;f;welsh;0
celandine;f;english;0
céleste;f;french;12.49
celeste;f;english;0.03
célestin;m;french;0.99
celestina;f;spanish, italian;0.03
célestine;f;french;0.38
celestine;m;english;0
celestino;m;spanish, italian, portuguese;0.06
célia;f;portuguese;3.85
celia;f;english, italian;0
celina;f;;0.03
céline;f;french;3.03
celino;m;italian, spanish;0
celio;m;italian, spanish, portuguese;0
celso;m;italian, spanish, portuguese;0
celyn;m;welsh;0
cenek;m;czech;0
cephalus;m;greek mythology (latinized);0
cephas;m;biblical;0
cepheus;m;greek mythology (latinized);0
cerberus;m;greek mythology (latinized);0
ceren;f;turkish;0
ceres;f;roman mythology;0
ceri;m,f;welsh;0
ceridwen;f;welsh, welsh mythology;0
cerise;f;french;2.45
cernunnos;m;celtic mythology (latinized);0
cerridwyn;f;welsh;0
cerys;f;welsh;0
cesaire;m;french;0
césar;m;french, spanish, portuguese;23.54
cesare;m;italian;0.16
cezar;m;portuguese, polish, romanian;0
chad;m;english;0
chadwick;m;english;0.48
chaim;m;jewish;0
chalchiuhticue;f;new world mythology;0
chalice;f;english;0
chanah;f;jewish;0
chance;f,m;english;76.36
chanda;f,m;indian;0
chandan;m;indian;0
chandana;m,f;indian;0
chander;m;indian;0
chandler;m;english;0.22
chandra;f,m;indian, hindu mythology;0.03
chandrakant;m;indian;0
chandrakanta;f;indian;0
chanel;f;english;1.31
